No.       IRAC1_mJy    Lum_Class Teff      RA          Dec         Av
40468   0.00682895       5    4079       166.42366      -77.491119      0.35
40475   0.00496406       5    4473       166.77899      -77.428375     15.99
40479    0.0200569       5    4880       166.43317      -77.315720      0.00
40487    0.0165875       5    5877       166.60349      -77.326752     12.77
40492    0.0863650       5    6161       166.91269      -77.483078      0.00
40500  4.50119e-05       5    3550       166.54781      -77.410004     39.51
40516   0.00193686       5    3670       166.64822      -77.295456      0.00
40532   0.00232115       5    4028       166.21361      -77.396194      7.21
40541   0.00509461       5    4486       166.30667      -77.325974     16.83
40547   0.00983098       5    5168       166.47141      -77.399475     12.22
40551    0.0224266       5    5758       166.36868      -77.382492      8.36
40552    0.0443240       5    5837       166.80800      -77.302307      0.00
40560  0.000607265       5    3304       166.20236      -77.350555      2.45
40566  0.000487267       5    3492       166.92253      -77.361290      0.00
40580  0.000293415       5    3547       166.52486      -77.422401     23.32
40588  8.60005e-05       5    3745       166.70210      -77.371101     44.43
40596   0.00214303       5    3668       166.18695      -77.416893      2.54
40623    0.0363571       5    5739       167.08089      -77.447426      0.00
40625    0.0302333       5    5895       166.51982      -77.472115      7.03
40638  0.000195775       5    3445       166.33917      -77.372269     15.46
40653   0.00130525       5    3750       166.96297      -77.335403      0.00
40670  0.000250704       5    3953       166.59140      -77.339462     43.66
40674   0.00749027       5    4055       166.15482      -77.435097      0.77
40690    0.0220798       5    5877       166.26804      -77.413155      9.11
40700  0.000235653       5    3408       166.52895      -77.348984      9.92
40703   0.00104065       5    3527       166.61293      -77.316345      0.00
40718  3.25992e-05       5    3580       166.71719      -77.371735     44.51
40727   0.00208804       5    3685       166.30350      -77.483994      1.27
40751    0.0105602       5    4268       166.61079      -77.499985      0.00
40771  0.000596597       5    3891       167.02006      -77.311287      0.00
40777  0.000191230       5    3577       166.26344      -77.379242     14.85
40784  0.000549037       5    3636       166.93663      -77.410851      7.47
40790   0.00175994       5    3693       167.09213      -77.321800      0.00
40802   0.00133034       5    3980       166.40814      -77.367752      7.79
40806  0.000347150       5    3944       166.84958      -77.356956     25.36
40813   0.00122721       5    4546       166.84937      -77.386803     34.24
40816    0.0149352       5    4801       166.22038      -77.365585      2.81
40817    0.0152394       5    4897       166.18749      -77.396675      3.50
40843   0.00141940       5    3481       166.94138      -77.473061      0.00
40857   0.00215724       5    3727       166.10225      -77.458618      0.00
40861  0.000882067       5    3632       166.25902      -77.403389     16.18
40870   0.00147745       5    3816       166.19023      -77.369377      4.84
40891    0.0345617       5    5451       166.31065      -77.308319      0.00
40904  0.000643429       5    3418       167.07333      -77.395828      0.00
40917  0.000847530       5    3726       166.70987      -77.349655     10.74
40928   0.00133264       5    3829       166.34607      -77.388184      4.85
40930  0.000447097       5    3925       166.32437      -77.447990     20.84
40932   0.00108326       5    3903       166.40349      -77.443634     15.41
40946    0.0259829       5    5477       166.82057      -77.464012      0.00
40974   0.00109876       5    3461       167.01335      -77.435692      0.00
40984   0.00202339       5    3598       167.08099      -77.478386      0.00
40988  0.000916164       5    3661       166.24377      -77.334816      0.95
40998  0.000381161       5    3745       166.49130      -77.383224     24.87
41009   0.00283093       5    3895       166.63844      -77.447922      4.08
41037    0.0675351       4    5828       166.64916      -77.338585     13.91
41061  0.000829777       5    3672       166.36366      -77.347206      3.77
41076   0.00605205       5    4093       166.35399      -77.296028      0.00
41107  1.14973e-05       5    3470       166.61665      -77.396523     55.30
41117  0.000716538       5    3637       166.33066      -77.425682     13.02
41122   0.00223407       5    3723       166.96744      -77.475647      0.00
41147   0.00652264       5    4165       166.70621      -77.469078      4.23
41161    0.0271126       5    5499       166.26262      -77.312698      0.00
41169    0.0871847       5    6030       166.36212      -77.310677      0.00
41178  1.06307e-06       5    3612       166.80353      -77.369362    912.02
41190   0.00113153       5    3687       166.91150      -77.457626      0.00
41221    0.0261406       5    5577       166.98247      -77.291847      0.00
41234    0.0529944       5    5535       166.87062      -77.316902      0.00
41235  0.000392094       5    3213       166.21973      -77.359978      1.70
41251  0.000810697       5    3569       167.07399      -77.481316      0.00
41255  0.000173688       5    3508       166.81598      -77.409782     26.03
41262   0.00116840       5    3520       166.56396      -77.472878      1.11
41265  0.000893051       5    3558       166.71063      -77.414230     11.60
41269  0.000227702       5    3634       166.67217      -77.420410     33.90
41279   0.00462800       5    3863       167.01827      -77.374504      0.00
41280   0.00495730       5    3930       167.03302      -77.491501      0.00
41286    0.0105873       5    4153       166.94952      -77.329414      0.00
41295   0.00819387       5    4734       166.91815      -77.392654     12.55
41311  5.59954e-07       5    3825       166.80614      -77.370255    994.37
41314  0.000448544       5    3537       166.21170      -77.457771      3.42
41317  0.000800978       5    3563       166.19881      -77.499382      0.00
41318  0.000885900       5    3561       166.48326      -77.321846      4.28
41332   0.00196199       5    3690       166.33917      -77.308517      0.00
41335  0.000141659       5    3702       166.72215      -77.385986     32.84
41351   0.00498506       5    4007       166.81183      -77.301414      0.00
41361    0.0168754       5    5087       166.25383      -77.333664      1.05
41366  0.000802683       5    5792       166.57010      -77.342819     53.44
41372  0.000841972       5    3565       166.22257      -77.468987      1.90
41409  1.68600e-05       5    3762       166.63544      -77.408348     66.27
41428   0.00772960       5    3995       166.76877      -77.484924      0.00
41449    0.0142807       5    6106       166.27000      -77.443985     22.29
41501    0.0170010       5    4760       166.97761      -77.416290      0.00
41505  0.000705150       5    5355       166.46190      -77.339272     48.50
41534   0.00144312       5    3530       166.80450      -77.301407      0.00
41539  0.000408778       5    3554       166.60681      -77.361603     11.97
41551   0.00164601       5    3809       166.91931      -77.493805      0.00
41565   0.00257905       5    4284       166.46687      -77.419922     16.01
41566   0.00587810       5    4139       166.48387      -77.377327      7.60
41574    0.0204371       5    5025       166.50136      -77.304977      0.00
41586    0.0801465       5    6101       166.11952      -77.326653      0.00
41601  0.000191996       5    3637       166.58380      -77.457390     18.16
41609  0.000942568       5    3706       166.43759      -77.490601      1.39
41621  4.33026e-05       5    3777       166.67534      -77.388557     61.44
41627   0.00237047       5    3987       167.06067      -77.342361      0.00
41638   0.00937878       5    4696       166.86626      -77.454880      5.13
41654  0.000262032       5    3278       166.45972      -77.441910      8.06
41659  6.74405e-07       5    3471       166.78685      -77.367973    328.13
